 itemid |                                              label                                              
   3317 | BP Left Leg [Systolic]
   3318 | BP PAL [Mean]
   3319 | BP PAL [Systolic]
   3320 | BP Right Arm [Mean]
   3321 | BP Right Arm [Systolic]
   3322 | BP Right Leg [Mean]
   3323 | BP Right Leg [Systolic]
   3324 | BP UAC [Mean]
   3325 | BP UAC [Systolic]
   3326 | Babygram
   3327 | Bag & Mask Present
   3328 | Behavioral State
   3329 | BehavioralIntervent
   3330 | Bicitra
   3333 | Blood Cultures
   3335 | Boundaries
   3336 | Breast Assessment
   3337 | Breath Rate
   3338 | Breath Sounds [L]
   3339 | Breath Sounds [R]
   3340 | Bruising [Existence]
   3341 | CBC
   3343 | CT Scan
   3344 | CVL Dressing Change
   3345 | CVP Alarm [Low]
   3346 | Caffeine
   3347 | Calcium Gluconate
   3348 | Capillary Refill
   3350 | Caput
   3351 | Car Safety Seat Screen [Remark]
   3352 | Cardiac Echo
   3353 | Cardiac Murmur
   3354 | Cardiac Rhythm
   3356 | Cephalohematoma
   3358 | Chest Appearance
   3362 | Chest Tube Assessm't
   3363 | Chest Tube Site 1
   3364 | Chest Tube Site 2
   3365 | Chest Tube Suction
   3366 | Chest X-Ray
   3367 | Circumcision
   3369 | Clindamycin
   3370 | Cobedding
   3372 | [Color]
   3373 | Color (Overall)
   3374 | Color Change
   3376 | Combivent
   3377 | Combivent MDI
   3378 | Consent for visitors
   3380 | Cry
   3381 | Cyclogyl
   3382 | Cyclomydril
   3383 | DTaP
   3384 | Dad held infant
   3385 | Dad in to visit
   3386 | Day of Life
   3388 | Decadron
   3390 | Diamox
   3391 | Direct Coombs
   3392 | Directed Donor
   3393 | Disease State
   3394 | Diuril
   3396 | ECG
   3397 | EEG
   3398 | ETT (Re)Taped
   3399 | ETT Changed
   3400 | ETT Size
   3401 | ETT Sx Color
   3402 | ETT Sx Quality
   3403 | ETT Sx Quantity
   3404 | ETT Taped at (cm)
   3405 | Edema [Existence]
   3407 | Enteral In for Calc.
   3408 | Environment
   3409 | Environmental Interv
   3412 | Erythromycin Oint.
   3414 | Excoriated
   3416 | Eye Abnormalities
   3417 | Eye Drainage [Left]
   3418 | Eye Lids
   3419 | Eye Shields
   3420 | FIO2
   3421 | FIO2 Alarm [Low]
   3422 | FIO2 [Meas]
   3423 | Family Meeting held
   3424 | Family Mtg. Planned
   3425 | FeSO4
   3426 | Feeding
   3427 | Feeding Tube Check
   3428 | Feeding Tube Loc
   3429 | Feeding Tube Size
   3430 | Feeding Tube Type
   3432 | Fentanyl
   3433 | Fever
   3436 | Flowrate (cc/min)
   3437 | Flowrate (l/m)
   3438 | Fluid In for Calc.
   3439 | Furosemide/Lasix
   3442 | Gastric Secretions
   3444 | Genitalia
   3445 | Gentamicin
   3446 | Gestational Age
   3447 | Glucose Monitor #
   3448 | Grandparents Visit
   3449 | Grasp
   3450 | HR Alarm [Low]
   3451 | Head Circ       (cm)
   3452 | Head US
   3453 | Head of Bed
   3454 | Heptavax
   3455 | Hernia [Left]
   3456 | Hernia [Right]
   3457 | Hertz
   3458 | HiB Vaccine
   3459 | High Pressure Relief
   3460 | Humidity Temp [Meas]
   3463 | Hydrocortisone
   3465 | IV #1 [Location]
   3466 | IV #2 [Location]
   3467 | IV #3 [Location]
   3468 | IV #4 [Location]
   3469 | IV #5 [Location]
   3471 | IV Site #5
   3472 | Image Transmission
   3474 | Indomethacin/Indocin
   3475 | Infant ABO/Rh
   3476 | Infant Position
   3477 | Infant's Behavior
   3479 | Intervention
   3480 | InterventionAssess
   3482 | KUB
   3483 | Kangaroo Care [Time]
   3484 | Latch On
   3487 | Lesions
   3488 | Lipid Change Q 12 hr
   3492 | Lorazepam/Ativan
   3494 | Lowest Heart Rate
   3495 | Lowest SaO2
   3496 | Lumbar Puncture
   3497 | MAWP Alarm [Low]
   3498 | MRI
   3502 | Mean PAW
   3503 | Mean PAW [Meas]
   3504 | Midazolam/Versed
   3509 | Mode
   3510 | Molding
   3511 | Mom held Infant
   3512 | Mom in to Visit
   3513 | Moro Reflex
   3514 | Mottles
   3516 | Multi-Vitamins
   3517 | Murmur Description
   3518 | Murmur Intensity
   3519 | Muscle Tone
   3520 | Muscular Abnormality
   3521 | Myoclonic Jerks
   3522 | NG Feedings
   3523 | NG Tube Taped at:
   3524 | NGT Placement
   3525 | NICU Procedures
   3528 | Na Bicarbonate
   3530 | Narcotic Analgesic
   3531 | Nares Patent [Left]
   3532 | Nasal Congestion
   3536 | Nasal Sx Color
   3537 | Nasal Sx Quality
   3538 | Nasal Sx Quantity
   3539 | Neonatal Opium Solut
   3540 | Nipple Type
   3543 | O2 Administration
   3544 | O2 Analyzer Cal
   3545 | O2 Sat W/Seizure
   3546 | O2 Tubing Present
   3547 | OG/NG Residual
   3549 | Oral Sx Color
   3550 | Oral Sx Quality
   3551 | Oral Sx Quantity
   3553 | Ostomy Bag Change
   3554 | Oxacillin
   3555 | PEEP Alarm
   3556 | PIP Alarm
   3557 | PMI
   3559 | Pain
   3563 | Parent Called
   3564 | Parent Ed/Support
   3565 | Parent Info given
   3566 | Parents in to visit
   3567 | Pavulon
   3568 | Peripheral Pulses
   3569 | Phototherapy Blanket
   3570 | Phototherapy Light
   3572 | Physioregulation
   3573 | Polio Vaccine
   3576 | Position at Breast
   3577 | Posterior Fontanelle [Texture]
   3578 | Potassium Chloride
   3579 | Precordium
   3580 | Present Weight  (kg)
   3581 | Present Weight  (lb)
   3582 | Present Weight  (oz)
   3583 | Previous Weight (kg)
   3584 | Prevnar
   3591 | Prong Size
   3592 | Prongs Changed
   3594 | Racemic Epi MiniNeb
   3595 | Recombivax
   3596 | Reglan
   3598 | Related Activity
   3599 | Remote Alarm [S]
   3600 | Renal US
   3601 | Replogle Irrigation
   3603 | Resp Rate
   3605 | Respiratory Support
   3606 | Response To Stimuli
   3607 | Retractions
   3609 | SaO2 Alarm [Low]
   3611 | Sedation
   3612 | Seizure [Activity]
   3614 | Sensitivity
   3615 | Sheepskin
   3616 | Skeletal Abnormality
   3617 | Skin Integrity [Attribute #1]
   3618 | Sleep
   3622 | Sneezing
   3624 | Sodium Chloride
   3625 | Source
   3626 | Spits
   3627 | State
   3628 | State Screen Sample
   3630 | Stimulation
   3631 | Stool Hemoccult
   3632 | Stool [Amount]
   3633 | Stools
   3634 | Stress
   3637 | Suck
   3638 | Suck Reflex
   3639 | Sucking
   3640 | Surgical Procedures
   3641 | Survanta
   3642 | Sutures
   3643 | Swallow Study
   3644 | Sweating
   3645 | Sx Equip Functional
   3646 | Synagis
   3647 | TCP02
   3651 | TcO2 [Value]
   3652 | Temp Axillary [F]
   3654 | Temp Rectal [F]
   3655 | Temp Skin [C]
   3656 | Temp/Iso/Warmer [Type]
   3657 | Terminal Sensitivity
   3658 | Testes [Left]
   3660 | Time at Breast
   3661 | Tone
   3663 | Total Enteral/kg/day
   3664 | Total Fluids cc/kg/d
   3665 | Total Fluids/kg/day
   3666 | Transducer Calibrate
   3667 | Transfusion Consent
   3668 | Tremors
   3669 | Turgor
   3670 | UAC Tubing Change
   3671 | UVC Tubing Change
   3672 | Umbical Cord
   3673 | Upper GI
   3676 | VS Change W/Seizure
   3679 | Vancomycin
   3681 | Ventilator Number
   3683 | Vital Sign
   3684 | Vitamin E
   3685 | Vitamin K
   3686 | Void
   3687 | Vomiting
   3688 | Vt [Spontaneous]
   3689 | Vt [Ventilator]
   3690 | Water Pillow
   3692 | Weight Change  (gms)
   3693 | Weight Kg
   3694 | Work of Breathing
   3695 | Yawning
   3723 | Birth Weight    (kg)
   3724 | ABG CHLOIRDE
   3725 | ABG POTASSIUM
   3726 | ABG SODIUM
   3727 | Albumin  (3.9-4.8)
   3728 | Alkaline Phosphatase
   3732 | Anion Gap   (8-20)
   3734 | BANDS
   3735 | BASOs
   3736 | BE
   3737 | BUN    (6-20)
   3738 | Bands
   3740 | Base Excess (other)
   3742 | Basos
   3744 | Blood Glucose
   3745 | BloodGlucose
   3746 | Calcium   (8.8-10.8)
   3747 | Chloride  (100-112)
   3750 | Creatinine   (0-0.7)
   3751 | Digoxin  (1-2ng/ml)
   3754 | Eosinophils
   3755 | FIBRINOGEN
   3756 | Gentamicin Post 5-10
   3757 | Gentamicin Pre (0-2)
   3759 | HGB  (10.8-15.8)
   3761 | Hematocrit (35-51)
   3765 | Indirect Bili(0-1.0)
   3766 | Ion Calcium
   3768 | LYMPHS
   3770 | Lymphs
   3771 | MONOs
   3773 | Mix Venous CO2(calc)
   3774 | Mix Venous PCO2
   3775 | Mix Venous PO2
   3776 | Mix Venous Sat
   3777 | Mix Venous pH
   3779 | Monos
   3780 | NEUTS
   3784 | PCO2
   3785 | PO2
   3786 | Phenobarbitol(15-40)
   3788 | Phenytoin  (10-20)
   3789 | Platelet  (150-440)
   3791 | Polys
   3792 | Potassium  (3.5-5.3)
   3793 | ProTime
   3796 | Ptt
   3799 | Red Blood C(3.6-6.2)
   3801 | SGOT
   3802 | SGPT
   3803 | Sodium  (135-148)
   3807 | T. Protein (5-7.5)
   3808 | TCO2        (21-30)
   3809 | TCO2 (other)
   3810 | Total CO2
   3811 | Triglyceride (0-250)
   3816 | Urine Glucose
   3817 | Urine Heme
   3818 | Urine Ketones
   3819 | Urine Leukocytes
   3822 | Urine Protein
   3827 | Vancomycin Post
   3828 | Vancomycin Pre
   3829 | Venous Base Excess
   3830 | Venous CO2
   3831 | Venous O2
   3832 | Venous TCO2
   3834 | WhiteBloodC 4.0-11.0
   3835 | pCO2
   3836 | pCO2 (other)
   3837 | pO2
   3838 | pO2 (other)
   3839 | ph (other)
   4169 | EDC
   4171 | Time
   4175 | Admit Reason
   4180 | Current Level
   4181 | Highest Level
   4183 | Birthweight (kg)
   4184 | Apgar      1 min
   4185 | 5 min
   4186 | 10 min
   4187 | Length Calc Inches
   4188 | Length in cm
   4189 | Sucrose
   4193 | ABG Chloride
   4194 | ABG Potassium
   4195 | ABG Sodium
   4196 | Base Excess (cap)
   4197 | RBC(3.6-6.2)
   4199 | TCO2 (cap)
   4200 | WBC 4.0-11.0
   4201 | pCO2 (cap)
   4202 | pH (cap)
   4203 | pO2 (cap)
   4209 | eye exam
   4210 | Glycerine Suppos.
   4212 | HEPARIN FLUSH
   4215 | cefotaxime
   4217 | Hep Flush
   4219 | Lasix
   4220 | ceftazidime
   4223 | Bacitracin ointment
   4225 | Heparin flush
   4227 | lytes
   4230 | Eye exam
   4235 | Aquaphor
   4237 | Glycerin supp
   4238 | Eye Exam
   4239 | Caffeine bolus
   4240 | glycerine
   4243 | glycerin supp
   4246 | Combivent puffs
   4249 | IPV
   4251 | glycerine supp
   4252 | Acyclovir
   4256 | Cefotaxime
   4262 | Neuro consult
   4267 | heparin flush
   4271 | Prune juice
   4272 | Ranitidine
   4273 | Zantac
   4278 | Caffeine Bolus
   4279 | Hep flush
   4289 | Baptism
   4291 | Fosphenytoin
   4296 | Glycerin supp.
   4299 | Glycerin
   4310 | combivent
   4311 | glycerin
   4315 | Gent
   4320 | hearing screen
   4321 | Glycerine
   4326 | Hep B Vaccine
   4334 | aquaphor
   4340 | Hep B vaccine
   4342 | Rash
   4349 | Chloral Hydrate
   4350 | PKU
   4353 | hep flush
   4354 | Bili level
   4355 | circ care
   4362 | Prune Juice
   4370 | Circ site
   4372 | Desitin
   4377 | circumcision
   4381 | Potassium Phosphate
   4383 | Aldactone
   4385 | metoclopramide
   4386 | ranitidine
   4388 | EYE EXAM
   4389 | Nystatin powder
   4390 | Nystatin Cream
   4391 | gentamycin
   4410 | umbilical hernia
   4412 | caffeine bolus
   4414 | cyclopentolate 1%
   4415 | Ceftazidime
   4419 | Hep B
   4426 | Cefazolin
   4437 | Bathed
   4449 | Cardiac consult
   4459 | trach collar
   4461 | COMBIVENT
   4462 | Flovent
   4467 | hep b
   4472 | Hep B immunization
   4475 | Insulin
   4476 | PICC line placement
   4478 | triple antibiotic
   4480 | zantac
   4490 | NAS Score
   4504 | Heparin Flush
   4511 | Amoxicillin
   4514 | Chromosomes
   4520 | Tobradex opthalmic
   4523 | PDA incision site
   4525 | Glycerin suppository
   4527 | heparin
   4532 | Indomethacin
   4534 | Circ Site
   4538 | amoxicillin
   4539 | Nystatin
   4540 | Simethicone
   4542 | Tobradex
   4543 | UMBI HERNIA
   4544 | Glycerine Supp.
   4545 | CPR
   4548 | nystatin ointment
   4549 | criticaid
   4556 | Hearing Screen
   4564 | Nystatin oral
   4568 | circ site
   4585 | circ
   4587 | Meropenem
   4588 | trach aspirate
   4590 | zosyn
   4595 | Criticaid
   4597 | Abdominal US
   4599 | Hepatitis B Vaccine
   4603 | Trach/Size
   4605 | bath demo
   4606 | hernia
   4617 | Neurology consult
   4619 | Nystatin Powder
   4622 | miconazole powder
   4625 | Nystatin ointment
   4632 | Glycerin Supp
   4641 | desitin
   4645 | PRED FORTE DROPS
   4648 | chloral hydrate
   4650 | Umbilical Hernia
   4652 | Hernia Repair
   4654 | Hepatitis B vaccine
   4669 | Cardiology consult
   4670 | heprin lock
   4676 | Critic-aid
   4677 | nystatin powder
   4701 | Stoma
   4702 | Vit D
   4707 | Circ
   4713 | Heplock flush
   4715 | penicillin
   4716 | acyclovir
   4719 | Ca Glubionate
   4729 | Miconazole powder
   4732 | Keflex
   4739 | prune juice
   4743 | Circumcision Site
   4753 | pH (Art)
   4761 | ORL consult
   4762 | Penicillin
   4769 | rash
   4773 | Poly-Vi-Sol
   4783 | picc placement
   4788 | aldactone
   4791 | Circ Care
   4792 | bacitracin
   4793 | nystatin cream
   4797 | Nystatin Oint
   4799 | synthroid
   4801 | Bath+Shampoo
   4806 | Gentamycin
   4810 | Prilosec
   4812 | Bacitracin
   4813 | nutrition labs
   4820 | HEP FLUSH
   4840 | desitin cream
   4843 | calciferol
   4844 | Nystatin Ointment
   4850 | diaper rash
   4865 | Clonus
   4867 | Trivisol
   4870 | tooth buds
   4871 | vit d
   4875 | cyclopentolate
   4888 | lasix
   4889 | Cyclopentolate
   4900 | Oral Nystatin
   4902 | neuro consult
   4905 | Fluconazole
   4910 | glycerin supp.
   4911 | hep B vaccine
   4918 | hep b vaccine
   4925 | Amoxicillan
   4929 | Prednisolone
   4941 | Genetics Consult
   4947 | Nystatin cream
   4950 | Dexamethasone drops
   4951 | Diaper rash
   4952 | Bactroban
   4953 | sucrose pacifier
   4956 | Umbi hernia
   4957 | Atropine drops
   4966 | GI consult
   4970 | NS bolus
   4972 | erythromycin
   4986 | Vi-Daylin
   4994 | ECHO
   5003 | prednisolone
   5012 | glycerin suppository
   5017 | Vidaylin
   5020 | Cyclopentalate
   5024 | triple abx ointment
   5032 | bili
   5035 | Glycerin Suppository
   5039 | dressing.
   5040 | scrotum
   5048 | trivisol
   5051 | CAFFEINE BOLUS
   5066 | Epogen
   5080 | K phos
   5086 | ceftazadime
   5098 | KCl Supps
   5099 | NaCl Supps
   5106 | caffeine citrate
   5113 | Calciferol
   5115 | bactroban
   5153 | Ceftazadime
   5157 | Ambisome
   5186 | Kphos
   5189 | Sodium supps
   5194 | Metoclopromide
   5195 | potassium phosphorus
   5200 | triple abx cream
   5210 | Atropine eye oint.
   5212 | tobra dex eye ointmt
   5218 | Heparin/PIC flush
   5220 | Na Supps
   5226 | Cough
   5229 | NACL SUPPS
   5244 | Left lateral decub
   5245 | Repogyle
   5248 | glycerine suppos.
   5258 | calcium glubionate
   5259 | ABD INC LINE
   5260 | BROVIAC DSG
   5261 | Fentanyl Bolus
   5262 | Lytes
   5263 | STOMA
   5281 | oral nystatin
   5289 | cefotaxine
   5293 | Aquafor
   5301 | 180 degree rotation
   5309 | 180 degree turn
   5321 | ns bolus
   5325 | Hernia
   5340 | Glycerine supp
   5346 | atropine drops
   5347 | tobradex oint
   5361 | Combivent Puffs
   5384 | OP site
   5391 | ligation incision
   5394 | stoma
   5396 | ferrous sulfate
   5401 | Gentamycin gtts OU
   5404 | CAFFEINE LOAD
   5431 | CBG
   5434 | lytes,bili
   5435 | mupirocin ointment
   5439 | Miconazole pwdr
   5461 | phenylephrine drops
   5464 | Fentanyl bolus
   5470 | Pneumogram
   5473 | op. site
   5478 | Gentamycin oint
   5485 | Vit A
   5492 | Vitamin A
   5500 | vit a
   5515 | Na supps
   5523 | Amoxacillin
   5527 | Bacitracin nose oint
   5528 | Dexamethasone nasal
   5575 | Tank pressure
   5576 | Ti
   5579 | Nitric [PSIG]
   5581 | T-Low
   5582 | p-high
   5584 | t-high
   5592 | MMV rate
   5593 | MMV tidal volume
   5603 | Tri Vi Sol
   5605 | Miconazole Powder
   5612 | Dexamethasone gtts
   5617 | vitamin a
   5620 | Abd US
   5621 | DSD
   5625 | Pinps
   5629 | csm to right hand
   5630 | DRIVING PRESSURE
   5647 | trembling
   5648 | multi-podis boots
   5650 | WASH ABD--HIBICLENS
   5664 | CHOLEY TUBE
   5665 | CHOLEY TUBE DRAINAGE
   5677 | scrotal ultrasound
   5683 | Hourly PFR
   5706 | T HIGH
   5707 | T LOW
   5714 | CPM MACHINE
   5718 | PIC
   5727 | Hi MV
   5729 | bair hugger
   5753 | Calcium Chloride
   5755 | Time Disconnect
   5756 | PINPS
   5764 | driving press
   5777 | Cyclomydril eye drop
   5782 | High Minute Ventilan
   5787 | t-tube
   5788 | LLE Cast care
   5805 | DOPAMINE MICS/KG/MIN
   5806 | 180 DEGREE TURN
   5807 | color of toes
   5808 | Zygris
   5813 | ABP Alarm [Low]
   5814 | CVP Alarm [Low]
   5815 | HR Alarm [Low]
   5816 | ICP Alarm [Low]
   5817 | NBP Alarm [Low]
   5818 | PAP Alarm [Low]
   5819 | Resp Alarm [Low]
   5820 | SpO2 Alarm [Low]
   5822 | Auqafor
   5823 | Bed Percussion
   5824 | HiMV
   5826 | CBC and blood cx
   5828 | Multipodus Boots
   5832 | DRIVING PRSSR
   5846 | rigors
   5854 | fem aline
   5864 | ostomy
   5885 | Lytes,ABG,Bili
   5889 | Bladder cath
   5896 | VEN0US O2 SAT
   5899 | Triple Antibx Oint
   5904 | 02 Tubing Present
   5905 | Alarms Checked
   5906 | Analgesic
   5907 | Bag and Mask Present
   5908 | Feeding Label Match
   5909 | ID band(s) on
   5911 | L&D bands(s) on
   5912 | Sx Equip Functioning
   5913 | Tolerated new med?
   5914 | zz Equip Functioning
   5916 | zz tubing present
   5919 | zzg and Mask Present
   5923 | GI #2 guiac
   5933 | Triple Abx ointment
   5944 | I-Time
   5948 | Heb B
   5949 | ivp
   5950 | NO PPM
   5952 | nitric oxide
   5957 | Cyclopentolate 1%
   5965 | Vitamin A injections
   5969 | IV infiltrate
   5973 | R hand infiltrate
   5991 | CVL
   5997 | HEPA FILTER
   6002 | Desitin prn
   6006 | peripad
   6008 | SPUTUM INDUCTION
   6010 | P-Lo
   6012 | T-Hi
   6013 | T-Lo
   6014 | PHENYFREE (1.0-2.0)
   6015 | Triple abx.
   6018 | PIC line placed
   6028 | abdominal girth
   6033 | wound care
   6035 | Urinalysis sent
   6038 | Pediarix vaccine
   6049 | pediarix
   6050 | Pediarix Vaccination
   6051 | Pediarix
   6055 | Peg Care
   6062 | J-tube
   6064 | ORL Exam
   6068 | dtap-hepb-ipv comb.
   6081 | straight cath
   6094 | line placement
   6095 | INO
   6103 | vit A
   6104 | Chromosomal study
   6110 | xygris
   6117 | wound drsg changes
   6119 | caffeine load
   6121 | Miconazole
   6137 | PEG site
   6149 | PeCO2
   6150 | GT care
   6154 | pnuemogram
   6157 | Hep Flush 10u/cc
   6158 | Lytes,Trig,Bili
   6165 | LYTES AND BILI
   6180 | Lacrilube
   6184 | remote alarm
   6198 | CAP GAS
   6199 | L. lower abd. kidney
   6201 | cephalexin
   6204 | urine for CMV
   6206 | Tank A psi.
   6207 | Tank B psi.
   6208 | Ve High
   6213 | TANK A
   6215 | TANK B
   6221 | tank A
   6222 | tank B
   6225 | Caffeine load
   6226 | urine for AA
   6235 | Circumsion
   6245 | Surgury
   6252 | Abdominal U/S
   6255 | VAsopressin 0.04   s
   6259 | Tank Pressure (NO)
   6260 | R fem Art line
   6261 | Vanco level
   6262 | Hep Flush 10UNITS/CC
   6263 | J tube port
   6264 | high NO alarm
   6265 | high NO2 alarm
   6266 | Low NO alarm
   6267 | NO2
   6268 | drive pr
   6278 | fingerstick
   6280 | flovent
   6282 | Bed Rotation
   6283 | Nitric Tank Pressure
   6284 | Merepenum
   6285 | right nephrost irrig
   6291 | NITRIC TANK PRESSURE
   6292 | APRV HIGH
   6293 | APRV LOW
   6296 | spironolactone
   6299 | sodium bicarb
   6306 | Sclera
   6307 | Scleral jaundice
   6308 | TEDS
   6311 | heparin lock flush
   6316 | vac canister change
   6317 | iv diuril
   6326 | Bair hugger
   6330 | Bed rotation
   6333 | bed rotation
   6334 | meropnem
   6336 | PCV driving pressure
   6337 | PICC line site
   6339 | PRESSURE SUPPORT
   6344 | CUFF PRESS.
   6346 | Cuff Pressure
   6351 | Train of Four
   6363 | EDM CI
   6364 | EDM CO
   6366 | P HI
   6368 | T HI
   6369 | T LO
   6375 | Trache care
   6378 | ViDaylin
   6381 | Zosyn
   6384 | PINSP
   6395 | Phenylephrine gtts
   6396 | Prednisolone gtts
   6408 | Multi podis boots
   6410 | Auto Rotation
   6417 | low pressure
   6420 | PERICARE
   6422 | Xigris  mg/hour
   6434 | RSBI
   6443 | AMONIA
   6448 | P Lo
   6451 | Phigh
   6453 | Plow
   6454 | Thigh
   6469 | nephostomy
   6471 | Edema
   6485 | sacral wound
   6486 | SvO2 MVG
   6489 | auto-peep
   6509 | VITAMIN A
   6510 | VIT A
   6512 | Phenylephrine gtt
   6513 | Prednsolone gtt
   6533 | Coccyx WTD Dressing
   6536 | Erythromycin
   6538 | tpn
   6556 | Prednisolone drops
   6562 | diuril
   6582 | left femerol artery
   6603 | INAMRINONE MCG/KG/MN
   6607 | Vitamin A IM
   6610 | rifampin
   6612 | flowvent MDI
   6621 | ROTATION
   6622 | hernia repair site
   6627 | linen change
   6631 | pressure low
   6632 | head circumference
   6640 | 35 QVar
   6644 | QVar
   6645 | pmv
   6650 | DSD on head
   6651 | ca gluc ml/hr
   6655 | PCV Level
   6656 | PHigh
   6657 | DP
   6663 | Artificial tears
   6669 | APRV Phi
   6670 | APRV Plo
   6671 | APRV T hi
   6672 | APRV T lo
   6690 | phenylephrine gtts
   6701 | Arterial BP #2 [Systolic]
   6702 | Arterial BP Mean #2
   6741 | pantoprazole mgm/hr
   6753 | Prednisilone gtts
   6754 | urine PH
   6762 | Incision sites
   6764 | pupil deviation
   6766 | foley change
   6782 | nephrostomy
   6784 | Vitamin A injection
   6812 | myconazole
   6815 | Critacaid
   6820 | SSI HumR #units
   6828 | Q1H EEG TRACE
   6838 | left ankle drsg ch
   6848 | hernia/drsng
   6851 | Rotation
   6859 | Insp press mius PEEP
   6860 | SVO2-Presep. cath.
   6861 | RAP
   6872 | intrathecal catheter
   6873 | low MV
   6875 | CPAP AMT
   6885 | R chest dsg
   6893 | Vitamin A INJ
   6895 | hepatic drain
   6896 | Rapamycin
   6908 | Triple ant. ointment
   6924 | MEASURED PEEP
   6938 | ligation site
   6939 | LUE AV fistula
   6943 | LOW PEEP
   6944 | LOW PRESSURE
   6945 | LOW VT
   6968 | urostomy
   6975 | Unasyn
   6982 | Bed bath/shaved
   7004 | mulitpodus boots
   7020 | P-HI (APRV)
   7021 | P-LO (APRV)
   7022 | T-HI (APRV)
   7023 | T-LO (APRV)
   7025 | PTPEXP
   7026 | PTPinsp
   7027 | vacuum
   7029 | Trip Antibiotic Oint
   7031 | multi podis boot
   7033 | octreotide
   7043 | LUA AV fistula
   7044 | tof
   7052 | Vit. A
   7058 | Vapotherm
   7061 | left nephrostomy
   7063 | VENOUS SAT
   7073 | Cannula Size
   7074 | NeoBlue Bank
   7075 | NeoBlue Mini
   7076 | Prong Type
   7078 | Ranitidine/Zantac
   7085 | driving pr
   7094 | low IP
   7095 | Shaved
   7108 | surgical bra
   7111 | papaperine
   7112 | PAPAVERINE MG/HR
   7114 | Ostomy bag
   7118 | Trache
   7120 | OGT Sugar level
   7121 | TUBE feed sugar levl
   7123 | Nares Care
   7133 | abd pressure
   7138 | umb hernia
   7151 | HOB Measurement
   7161 | P-Hi
   7179 | right leg drsg
   7209 | COUGH/DEEP BREATHING
   7210 | Phenylephrine nose s
   7211 | Atropine opth. oint
   7214 | prednisolone nosedrp
   7219 | skin laceration
   7220 | X-Ray
   7226 | THigh
   7229 | low Vt
   7232 | Peakflow
   7234 | t-low
   7259 | Triple Abx Ointment
   7260 | venous 02sat
   7277 | Isoproterenol
   7281 | Cooling Blanket
   7287 | pigtail dsg change
   7288 | Acapella (PEP)
   7294 | BNP
   7300 | hairwashed
   7319 | bil leg drsgs
   7332 | pressure support
   7345 | D5 1/2ns w/20meq kcl
   7349 | Dexamethasone
   7351 | residual
   7353 | P.high
   7354 | P.low
   7355 | T. high
   7356 | T. low
   7361 | SV02
   7362 | oxacillin
   7375 | other
   7379 | TLSO brace
   7383 | Actigal
   7385 | bivona trach measure
   7391 | Rotation On/Off
   7400 | Antibiotic ointment
   7409 | Atropine Gtts
   7414 | Triple abx ointment
   7422 | aqua tears
   7431 | Goldline Baby Vits
   7443 | Bed Rotation.
   7449 | ECMO flow
   7453 | bear hugger
   7454 | Driving P
   7469 | Methylprednisolone
   7482 | irrigate pericardial
   7485 | Maintainence IVF
   7488 | Rotation On
   7493 | t-Hi
   7515 | Umbi
   7516 | t discon
   7524 | aprv phigh
   7528 | TRACH MARK
   7534 | Intrinsic peep
   7544 | evd
   7546 | bactroban oint.
   7547 | Ostomy appliance
   7571 | QTC measurement
   7579 | rotation mode on   d
   7587 | PS
   7595 | PSV
   7599 | nasal septum
   7601 | rotation on
   7626 | mitts
   7632 | NO Tank Pressure
   7645 | Central line SVO2
   7652 | bath care
   7663 | ABDO BINDER
   7672 | Foley
   7683 | criticaid ointment
   7687 | ileal conduit
   7688 | Nasal irrigant
   7692 | Bivona mark
   7717 | peripheral sat
   7730 | RT AV thrill/bruit
   7737 | Bivona positin 10
   7762 | autorotation
   7771 | AUTO-ROTATION
   7773 | D50 amp bolus
   7777 | Ptp Exp.
   7778 | Ptp Insp.
   7790 | combivent puffs
   7809 | Bumetandime mg/hr
   7815 | L Leg Wound
   7816 | R Leg Wound
   7818 | Chest Dressing
   7822 | genta irrig cc/hr
   7826 | IVPPI
   7841 | Combivent Puff
   7847 | SVR/PVR ratio
   7853 | Triple Antibiotic
   7858 | gent opthalmic
   7896 | teeth brushed
   7901 | T Disconnect
   7903 | Exercises
   7908 | T-disconnect
   7914 | Insulin Guideline
   7915 | Pt./Family Informed
   7921 | Brush Teeth
   7924 | Bacitracin oint.
   7953 | Right groin
   7961 | T-DISCONNECT
   7983 | Hydrocele
   7988 | Inhaled Nitric Oxide
   7998 | Versed mg/kg/hr
   8019 | cefixime
   8021 | AutoRotation
   8031 | KETAMINE 200mgm/50ML
   8035 | MultiPodus Boot
   8037 | Ketamine 100mg/50ml
   8042 | Immodium
   8048 | C.O.
   8053 | SIGH PEEP LEVEL
   8058 | bed percussion
   8059 | TANK PRES NO
   8060 | High NO2
   8061 | low NO
   8067 | HIGH NO2
   8070 | dexamethasone gtts
   8083 | proning via bed.
   8087 | sigh rate
   8099 | dPaw
   8100 | dPes
   8101 | esoph press
   8120 | JP DRAIN
   8133 | R ear
   8147 | broviac
   8148 | Zidovudine/AZT
   8152 | T.disconnect
   8157 | 3x antibiotic oint
   8170 | trach postion/stoma
   8183 | trach mark location
   8197 | Triple AB ointment
   8233 | multi drsg changes
   8240 | MICONAZOLE POWDER
   8247 | ACE WRAP
   8253 | Atropine 1% eye drop
   8258 | Ursodeoxycholic Acid
   8259 | omerprazole
   8273 | amoxacillin
   8276 | critcaid ointment
   8279 | Prednisolone Drops
